,Country,Sentiment,NEG_count,NEG_sum,NEU_count,NEU_sum,POS_count,POS_sum
152,Portugal,NEU,3.0,2.4224076867103577,77.0,68.54772537946701,25.0,19.040255427360535
153,Puerto_Rico,NEU,10.0,7.480071425437927,160.0,141.76357460021973,13.0,9.149214148521423
154,Qatar,NEU,4.0,2.7741289138793945,58.0,51.345070004463196,10.0,7.689700603485107
155,Republic_of_China,NEU,20.0,16.393960893154144,209.0,185.6000405550003,12.0,8.345262587070465
156,Republic_of_Ireland,NEU,9.0,7.453450918197632,126.0,113.4986841082573,11.0,8.228699207305908
157,Republic_of_Macedonia,NEU,19.0,14.795610845088959,127.0,113.33094382286072,17.0,13.036301255226135
158,Romania,NEU,13.0,11.152408003807068,134.0,121.81777882575989,19.0,14.39738118648529
159,Russia,NEU,23.0,17.45841109752655,165.0,145.78247553110123,9.0,7.020507276058197
160,Rwanda,NEU,19.0,14.976839125156403,69.0,63.02900415658951,2.0,1.3944928050041199
161,Saint_Helena,NEU,1.0,0.8270584940910339,57.0,53.08125364780426,1.0,0.9150552749633789
162,Saint_Kitts_and_Nevis,NEU,2.0,1.5194238424301147,28.0,26.18743860721588,0.0,0.0
163,Saint_Lucia,NEU,0.0,0.0,28.0,24.81609845161438,5.0,4.330605745315552
164,Saint_Vincent_and_the_Grenadines,NEU,5.0,4.414485335350037,30.0,26.363921642303467,1.0,0.8155580163002014
165,Samoa,NEU,4.0,3.340216040611267,57.0,50.98568049073219,6.0,4.573611259460449
166,San_Marino,NEU,0.0,0.0,38.0,35.47828930616379,0.0,0.0
167,Saudi_Arabia,NEU,16.0,12.481452643871307,121.0,110.1730226278305,9.0,6.288489878177643
168,Senegal,NEU,3.0,2.2486824989318848,39.0,36.981663942337036,1.0,0.8897908926010132
169,Serbia,NEU,6.0,4.366547763347626,121.0,110.30634236335754,1.0,0.48704132437705994
170,Serbia_and_Montenegro,NEU,3.0,2.4500622749328613,45.0,40.87034147977829,0.0,0.0
171,Sierra_Leone,NEU,12.0,9.225086152553558,87.0,77.14509958028793,10.0,8.317534685134888
172,Singapore,NEU,12.0,9.269928872585297,134.0,117.21960216760635,26.0,20.466215074062347
173,Slovakia,NEU,7.0,5.777544379234314,57.0,51.52815729379654,6.0,4.420931756496429
174,Slovenia,NEU,0.0,0.0,92.0,84.50394439697266,6.0,4.855180561542511
175,Solomon_Islands,NEU,19.0,15.438725233078003,58.0,53.28417181968689,2.0,1.275612473487854
176,Somalia,NEU,22.0,17.051782190799713,98.0,87.82383632659912,8.0,6.47853022813797
177,South_Africa,NEU,36.0,27.73040372133255,144.0,127.71479046344757,18.0,13.160169064998627
178,South_Korea,NEU,6.0,5.085394740104675,80.0,70.47228133678436,21.0,15.007041037082672
179,South_Ossetia,NEU,17.0,13.05789041519165,48.0,42.684496223926544,2.0,1.4753679633140564
180,Spain,NEU,31.0,24.540853679180145,237.0,206.7382482290268,20.0,14.686742067337036
181,Sri_Lanka,NEU,11.0,8.096327602863312,115.0,102.0219976902008,16.0,12.096465468406677
182,Sudan,NEU,38.0,31.196588099002838,120.0,108.72644802927971,5.0,3.647724449634552
183,Suriname,NEU,5.0,4.332880437374115,55.0,50.59048867225647,2.0,1.4877219796180725
184,Swaziland,NEU,8.0,6.206420063972473,38.0,34.474896132946014,2.0,1.6998052597045898
185,Sweden,NEU,7.0,4.944331884384155,178.0,155.77990520000458,36.0,28.453899800777435
186,Switzerland,NEU,7.0,5.505818426609039,108.0,94.72319683432579,7.0,5.36019366979599
187,Syria,NEU,25.0,19.718205392360687,151.0,133.3020806312561,10.0,7.373779594898224
188,Taiwan,NEU,16.0,12.447653412818909,107.0,93.89184993505478,8.0,6.363818883895874
189,Tajikistan,NEU,7.0,5.369349241256714,55.0,48.6788090467453,1.0,0.9394456744194031
190,Tanzania,NEU,15.0,11.959092378616333,132.0,119.83160036802292,10.0,7.519568204879761
191,Thailand,NEU,4.0,3.357122480869293,70.0,63.74173140525818,16.0,11.5443794131279
192,The_Bahamas,NEU,6.0,4.605228960514069,36.0,32.02630913257599,6.0,4.694744944572449
193,The_Gambia,NEU,5.0,3.7694133520126343,50.0,45.95649439096451,2.0,1.4728524088859558
194,Tibet,NEU,30.0,22.37378865480423,147.0,132.98319500684738,6.0,4.274677872657776
195,Togo,NEU,12.0,9.688241124153137,41.0,36.067278295755386,2.0,1.5086041688919067
196,Tonga,NEU,12.0,9.486571729183197,80.0,70.9607247710228,12.0,9.146107137203217
197,Trinidad_and_Tobago,NEU,4.0,3.2270572185516357,78.0,69.16962623596191,12.0,9.448417067527771
198,Tunisia,NEU,12.0,9.642794907093048,51.0,44.910288751125336,4.0,2.8086076974868774
199,Turkey,NEU,11.0,8.460150241851807,161.0,145.35021990537643,13.0,9.022132813930511
200,Turkish_Republic_of_Northern_Cyprus,NEU,13.0,9.968292474746704,64.0,56.49144011735916,2.0,1.4798446297645569
201,Turkmenistan,NEU,7.0,5.969941318035126,47.0,41.64438331127167,0.0,0.0
202,Turks_and_Caicos_Islands,NEU,1.0,0.7771337032318115,64.0,59.252408027648926,1.0,0.6916130185127258
203,Tuvalu,NEU,7.0,5.137825012207031,49.0,44.24362403154373,1.0,0.7618091106414795
204,Uganda,NEU,12.0,10.429886519908905,82.0,73.94153517484665,6.0,4.194871127605438
205,Ukraine,NEU,21.0,17.6067533493042,149.0,133.06380730867386,12.0,7.830176770687103
206,United_Arab_Emirates,NEU,9.0,6.273098707199097,36.0,32.69350844621658,5.0,4.067141234874725
207,United_Kingdom,NEU,6.0,4.661351561546326,209.0,184.73837146162987,32.0,25.05893850326538
208,United_States,NEU,15.0,9.98925632238388,218.0,193.4736943244934,24.0,17.874211609363556
209,Uruguay,NEU,4.0,2.991302192211151,51.0,47.24212622642517,9.0,6.223824381828308
210,Uzbekistan,NEU,18.0,13.903632164001465,89.0,79.40617114305496,5.0,3.5163838267326355
211,Vanuatu,NEU,6.0,4.641532480716705,49.0,43.90912044048309,5.0,3.9142826199531555
212,Vatican_City,NEU,3.0,2.6536893248558044,112.0,103.11963248252869,4.0,3.0313247442245483
213,Venezuela,NEU,11.0,8.074598133563995,91.0,81.74061697721481,8.0,6.239216148853302
214,Vietnam,NEU,20.0,17.126654148101807,119.0,105.21010291576385,15.0,11.758480608463287
215,West_Bank,NEU,15.0,11.718062162399292,135.0,121.9008777141571,4.0,2.384537398815155
216,Western_Sahara,NEU,24.0,18.42456191778183,79.0,70.8460744023323,1.0,0.630308210849762
217,Yemen,NEU,7.0,5.260394394397736,102.0,91.41899913549423,3.0,2.0534016489982605
218,Zambia,NEU,18.0,14.53870290517807,104.0,94.60292553901672,2.0,1.5391128063201904
219,Zimbabwe,NEU,23.0,18.745986700057983,74.0,63.07530814409256,4.0,2.907004237174988
